ngram,frequency,probability
 लग,1008,0.0008508382613862924
ैं ,1007,0.0008499941758095202
ा द,1004,0.0008474619190792039
ुलि,993,0.0008381769777347106
ात ,991,0.0008364888065811665
 सि,986,0.0008322683786973059
 नि,985,0.0008314242931205337
्र ,984,0.0008305802075437616
र ह,980,0.0008272038652366732
सके,980,0.0008272038652366732
 लो,971,0.0008196070950457241
 सम,970,0.000818763009468952
दिय,970,0.000818763009468952
र न,967,0.0008162307527386357
ं न,965,0.0008145425815850914
 सर,958,0.0008086339825476867
राज,958,0.0008086339825476867
 थी,948,0.0008001931267799655
जा ,947,0.0007993490412031934
िका,941,0.0007942845277425606
िला,935,0.0007892200142819279
उनक,933,0.0007875318431283837
्रा,931,0.0007858436719748395
पी ,928,0.0007833114152445232
े आ,926,0.0007816232440909789
 दो,924,0.0007799350729374347
तो ,924,0.0007799350729374347
 वह,904,0.0007630533614019924
 हा,903,0.0007622092758252202
रहे,903,0.0007622092758252202
क क,900,0.0007596770190949039
टी ,897,0.0007571447623645875
ां ,897,0.0007571447623645875
 क्,897,0.0007571447623645875
ी द,896,0.0007563006767878155
 भा,891,0.0007520802489039549
मार,883,0.0007453275642897779
 ना,880,0.0007427953075594616
 शा,874,0.0007377307940988289
रही,871,0.0007351985373685126
 बन,867,0.0007318221950614241
ग्र,860,0.0007259135960240193
नों,859,0.0007250695104472471
 बी,857,0.000723381339293703
ी त,852,0.0007191609114098424
ट क,849,0.0007166286546795261
रका,841,0.0007098759700653491
हों,839,0.0007081877989118049
ंग ,839,0.0007081877989118049
मान,827,0.0006980587719905395
े र,826,0.0006972146864137673
ंत्,826,0.0006972146864137673
 कु,825,0.0006963706008369953
जान,823,0.000694682429683451
ति ,813,0.0006862415739157299
र ब,809,0.0006828652316086414
ांग,808,0.0006820211460318693
ं ब,805,0.000679488889301553
ो स,800,0.0006752684614176924
 हम,798,0.0006735802902641481
हे ,790,0.0006668276056499712
फिल,789,0.0006659835200731991
किस,788,0.0006651394344964269
यह ,785,0.0006626071777661106
्स ,783,0.0006609190066125664
बता,781,0.0006592308354590222
 या,781,0.0006592308354590222
 चु,776,0.0006550104075751616
पहल,775,0.0006541663219983895
 पू,768,0.0006482577229609847
्म ,766,0.0006465695518074404
लोग,766,0.0006465695518074404
बार,765,0.0006457254662306683
ेस ,763,0.0006440372950771241
पूर,762,0.000643193209500352
द क,761,0.0006423491239235799
 चा,757,0.0006389727816164914
मंत,755,0.0006372846104629471
 मह,752,0.0006347523537326308
 सक,750,0.0006330641825790866
रिय,748,0.0006313760114255424
िस्,746,0.0006296878402719981
पने,744,0.0006279996691184539
 सी,743,0.0006271555835416818
 आर,742,0.0006263114979649097
न म,735,0.0006204028989275048
्य ,734,0.0006195588133507328
 गई,734,0.0006195588133507328
ो ग,731,0.0006170265566204164
ंने,729,0.0006153383854668722
न स,728,0.0006144942998901001
ी र,722,0.0006094297864294673
किन,721,0.0006085857008526952
रहा,720,0.0006077416152759232
हुए,712,0.0006009889306617462
ी ग,711,0.000600144845084974
र आ,710,0.000599300759508202
े इ,709,0.0005984566739314299
श क,707,0.0005967685027778856
तक ,701,0.000591703989317253
इसक,699,0.0005900158181637087
 तक,697,0.0005883276470101644
िल ,696,0.0005874835614333924
 बत,696,0.0005874835614333924
सरक,696,0.0005874835614333924
ी व,695,0.0005866394758566203
ा ब,691,0.0005832631335495318
 मं,691,0.0005832631335495318
ा च,691,0.0005832631335495318
ास ,688,0.0005807308768192154
 ये,684,0.000577354534512127
 रि,683,0.0005765104489353548
ेकि,683,0.0005765104489353548
ो क,680,0.0005739781922050385
ोंन,678,0.0005722900210514942
े उ,673,0.0005680695931676338
े त,671,0.0005663814220140895
ल्म,671,0.0005663814220140895
रेस,668,0.0005638491652837732
ानी,668,0.0005638491652837732
ुए ,666,0.0005621609941302289
 बे,666,0.0005621609941302289
्हो,664,0.0005604728229766846
माम,660,0.0005570964806695962
र अ,658,0.000555408309516052
पार,658,0.000555408309516052
ी अ,658,0.000555408309516052
ोर्,657,0.0005545642239392799
भार,654,0.0005520319672089636
े भ,652,0.0005503437960554193
रें,651,0.0005494997104786472
र ल,649,0.000547811539325103
 थे,643,0.0005427470258644703
ारत,642,0.0005419029402876981
रों,636,0.0005368384268270654
्ट्,633,0.0005343061700967491
दिल,630,0.0005317739133664328
ल्ल,629,0.0005309298277896606
 ला,620,0.0005233330575987116
उसक,620,0.0005233330575987116
े ए,615,0.000519112629714851
ारा,613,0.0005174244585613068
ामल,611,0.0005157362874077626
रान,610,0.0005148922018309905
लगा,609,0.0005140481162542183
ी थ,605,0.0005106717739471299
 मो,602,0.0005081395172168135
र उ,601,0.0005072954316400414
ा औ,601,0.0005072954316400414
करत,600,0.0005064513460632693
ीय ,599,0.0005056072604864972
 दी,598,0.000504763174909725
ल म,595,0.0005022309181794087
िर ,595,0.0005022309181794087
े ख,595,0.0005022309181794087
 गए,594,0.0005013868326026366
दा ,593,0.0005005427470258644
द्र,591,0.0004988545758723203
हां,591,0.0004988545758723203
लिय,589,0.000497166404718776
र्म,589,0.000497166404718776
मले,588,0.0004963223191420039
कां,587,0.0004954782335652318
 इं,585,0.0004937900624116875
बात,583,0.0004921018912581433
ं ज,583,0.0004921018912581433
्त ,582,0.0004912578056813712
ंग्,581,0.0004904137201045991
हले,581,0.0004904137201045991
क्र,581,0.0004904137201045991
 आप,580,0.000489569634527827
 जो,578,0.00048788146337428275
ज क,577,0.0004870373777975106
शन ,577,0.0004870373777975106
डिय,575,0.0004853492066439664
था ,572,0.00048281694991365
स न,572,0.00048281694991365
 तर,571,0.00048197286433687795
मां,571,0.00048197286433687795
 खा,568,0.00047944060760656156
ाव ,567,0.0004785965220297895
 अब,567,0.0004785965220297895
टर ,566,0.00047775243645301735
ई क,565,0.0004769083508762452
े ग,564,0.00047606426529947315
स म,564,0.00047606426529947315
त म,563,0.000475220179722701
ाले,562,0.0004743760941459289
न प,562,0.0004743760941459289
रोप,561,0.00047353200856915676
ि क,561,0.00047353200856915676
सकत,560,0.0004726879229923847
ीन ,560,0.0004726879229923847
त ह,560,0.0004726879229923847
ाना,560,0.0004726879229923847
ह क,558,0.0004709997518388404
गों,553,0.0004667793239549799
तार,552,0.00046593523837820775
रिक,550,0.0004642470672246635
िंग,550,0.0004642470672246635
जिस,549,0.0004634029816478914
ं द,548,0.0004625588960711193
 जब,546,0.000460870724917575
ाला,545,0.00046002663934080295
आरो,545,0.00046002663934080295
ड़ ,545,0.00046002663934080295
होन,544,0.0004591825537640308
िवा,541,0.0004566502970337145
्ली,541,0.0004566502970337145
अब ,541,0.0004566502970337145
ज्य,538,0.00045411804030339814
सा ,538,0.00045411804030339814
स्थ,537,0.000453273954726626
 मौ,535,0.00045158578357308175
 गा,535,0.00045158578357308175
 पी,533,0.00044989761241953755
ल ह,533,0.00044989761241953755
ई ह,529,0.0004465212701124491
हाल,528,0.00044567718453567695
पनी,527,0.0004448330989589049
वह ,525,0.0004431449278053606
र्ज,524,0.0004423008422285885
 आत,521,0.00043976858549827215
्रि,517,0.0004363922431911837
ेकर,516,0.0004355481576144116
हें,515,0.0004347040720376395
ड़ा,512,0.00043217181530732314
ोगो,512,0.00043217181530732314
 मै,512,0.00043217181530732314
बना,511,0.000431327729730551
 अध,510,0.0004304836441537789
र व,509,0.00042963955857700675
 चल,509,0.00042963955857700675
ी श,509,0.00042963955857700675
ग क,507,0.00042795138742346254
 अन,507,0.00042795138742346254
दर्,504,0.0004254191306931462
क्य,501,0.00042288687396282987
्टी,501,0.00042288687396282987
कुछ,501,0.00042288687396282987
क स,500,0.00042204278838605774
ंगे,499,0.0004211987028092856
ुछ ,498,0.0004203546172325135
र ज,498,0.0004203546172325135
रत ,498,0.0004203546172325135
म म,497,0.0004195105316557414
खिल,497,0.0004195105316557414
ुना,495,0.00041782236050219714
क्ट,494,0.000416978274925425
चाह,494,0.000416978274925425
ं आ,493,0.00041613418934865294
ो ल,492,0.0004152901037718808
नका,492,0.0004152901037718808
क्त,492,0.0004152901037718808
ं अ,491,0.0004144460181951087
ो ब,491,0.0004144460181951087
वा ,491,0.0004144460181951087
ारे,490,0.0004136019326183366
य क,488,0.00041191376146479234
साल,486,0.00041022559031124814
ंद्,484,0.0004085374191577039
तान,484,0.0004085374191577039
स स,482,0.00040684924800415967
ोने,482,0.00040684924800415967
कोर,480,0.0004051610768506154
ी आ,479,0.00040431699127384333
 अल,478,0.0004034729056970712
ी ल,478,0.0004034729056970712
याद,478,0.0004034729056970712
ं भ,477,0.0004026288201202991
ताय,475,0.00040094064896675487
ाता,475,0.00040094064896675487
िता,474,0.00040009656338998274
ाफ ,474,0.00040009656338998274
 बि,473,0.0003992524778132106
वर्,473,0.0003992524778132106
े च,471,0.0003975643066596664
गई ,470,0.00039672022108289427
ोड़,470,0.00039672022108289427
 कम,469,0.00039587613550612214
 पत,469,0.00039587613550612214
 दर,469,0.00039587613550612214
ा व,467,0.00039418796435257793
नाम,466,0.0003933438787758058
 ट्,465,0.0003924997931990337
ो म,465,0.0003924997931990337
ेट ,465,0.0003924997931990337
ं र,464,0.0003916557076222616
्रो,463,0.00039081162204548947
चुन,463,0.00039081162204548947
नके,463,0.00039081162204548947
धान,462,0.00038996753646871734
 ऐस,462,0.00038996753646871734
ी औ,462,0.00038996753646871734
ो प,461,0.0003891234508919452
ह स,461,0.0003891234508919452
्वा,461,0.0003891234508919452
 बच,460,0.00038827936531517313
ा अ,459,0.000387435279738401
 हि,458,0.00038659119416162887
ंच ,457,0.00038574710858485674
बर ,457,0.00038574710858485674
ं त,456,0.00038490302300808467
ंकि,453,0.00038237076627776833
 इन,450,0.00037983850954745194
ात्,449,0.00037899442397067986
दिन,449,0.00037899442397067986
ल स,448,0.00037815033839390773
ंड ,447,0.0003773062528171356
मोद,447,0.0003773062528171356
कई ,446,0.0003764621672403635
ाज ,446,0.0003764621672403635
 दौ,445,0.0003756180816635914
नाव,444,0.00037477399608681927
ेंद,444,0.00037477399608681927
ीजे,444,0.00037477399608681927
मा ,443,0.00037392991051004714
ओं ,442,0.00037308582493327506
्रद,442,0.00037308582493327506
 वो,441,0.00037224173935650293
ष्ट,441,0.00037224173935650293
सिं,441,0.00037224173935650293
क प,439,0.00037055356820295867
 शु,439,0.00037055356820295867
त्त,439,0.00037055356820295867
दौर,439,0.00037055356820295867
र्व,438,0.0003697094826261866
लों,437,0.00036886539704941446
ा ल,437,0.00036886539704941446
े श,435,0.0003671772258958702
ोदी,435,0.0003671772258958702
ुल ,434,0.00036633314031909813
ं ल,434,0.00036633314031909813
ए क,433,0.000365489054742326
ोई ,432,0.00036464496916555387
ए ह,430,0.00036295679801200966
स्व,430,0.00036295679801200966
ारि,430,0.00036295679801200966
 कई,430,0.00036295679801200966
ी भ,428,0.0003612686268584654
्हे,428,0.0003612686268584654
र भ,428,0.0003612686268584654
स प,427,0.0003604245412816933
स ब,425,0.00035873637012814907
गी ,424,0.00035789228455137694
ाली,424,0.00035789228455137694
कोई,423,0.00035704819897460486
 गि,421,0.0003553600278210606
हर ,420,0.00035451594224428847
 गु,418,0.00035282777109074426
़ी ,418,0.00035282777109074426
व क,417,0.00035198368551397213
ाओं,417,0.00035198368551397213
गा ,417,0.00035198368551397213
हार,416,0.00035113959993720006
जात,414,0.0003494514287836558
िर्,414,0.0003494514287836558
 सो,412,0.0003477632576301116
म्म,412,0.0003477632576301116
ं उ,411,0.00034691917205333946
बीज,411,0.00034691917205333946
क म,410,0.00034607508647656733
ो अ,410,0.00034607508647656733
 अं,410,0.00034607508647656733
मेर,409,0.0003452310008997952
ं औ,409,0.0003452310008997952
त स,409,0.0003452310008997952
यान,407,0.000343542829746251
 खि,406,0.00034269874416947886
हुई,406,0.00034269874416947886
 दू,405,0.0003418546585927068
रते,404,0.00034101057301593466
 अभ,404,0.00034101057301593466
जी ,404,0.00034101057301593466
 खु,403,0.00034016648743916253
ेपी,402,0.0003393224018623904
ड़ी,402,0.0003393224018623904
जो ,401,0.0003384783162856183
जेप,401,0.0003384783162856183
न ह,400,0.0003376342307088462
होत,400,0.0003376342307088462
गए ,400,0.0003376342307088462
ड क,400,0.0003376342307088462
ेता,400,0.0003376342307088462
्यक,399,0.00033679014513207406
परि,399,0.00033679014513207406
 कै,399,0.00033679014513207406
नेत,398,0.00033594605955530193
ो र,397,0.00033510197397852986
जाए,396,0.0003342578884017577
जार,396,0.0003342578884017577
ाहि,396,0.0003342578884017577
गिर,396,0.0003342578884017577
राम,394,0.00033256971724821347
च्च,394,0.00033256971724821347
 पि,393,0.0003317256316714414
क्स,392,0.00033088154609466926
िले,392,0.00033088154609466926
रण ,391,0.00033003746051789713
काम,391,0.00033003746051789713
 सब,390,0.00032919337494112505
न्य,389,0.0003283492893643529
़ा ,389,0.0003283492893643529
र इ,387,0.00032666111821080866
मुख,386,0.0003258170326340366
ोग ,385,0.00032497294705726446
रह ,385,0.00032497294705726446
ंद ,385,0.00032497294705726446
त्य,384,0.00032412886148049233
ा आ,384,0.00032412886148049233
ांच,384,0.00032412886148049233
ी इ,382,0.0003224406903269481
 रु,382,0.0003224406903269481
ताब,380,0.00032075251917340386
जब ,378,0.00031906434801985965
र्य,377,0.0003182202624430875
ीर ,377,0.0003182202624430875
समे,377,0.0003182202624430875
ाब ,377,0.0003182202624430875
ो द,377,0.0003182202624430875
गर ,377,0.0003182202624430875
ल प,376,0.0003173761768663154
 अम,376,0.0003173761768663154
 अग,376,0.0003173761768663154
देख,376,0.0003173761768663154
ीम ,376,0.0003173761768663154
पुर,375,0.0003165320912895433
धिक,375,0.0003165320912895433
रती,375,0.0003165320912895433
स्क,374,0.0003156880057127712
इन ,374,0.0003156880057127712
ेने,374,0.0003156880057127712
विध,372,0.00031399983455922693
ौरा,371,0.00031315574898245485
कर्,370,0.0003123116634056827
करे,370,0.0003123116634056827
 बह,369,0.0003114675778289106
क ब,368,0.0003106234922521385
न न,368,0.0003106234922521385
्मा,368,0.0003106234922521385
्टर,368,0.0003106234922521385
्यो,367,0.0003097794066753664
ाकि,367,0.0003097794066753664
 टी,366,0.00030893532109859426
ी फ,366,0.00030893532109859426
   ,365,0.0003080912355218221
आतं,365,0.0003080912355218221
े य,365,0.0003080912355218221
तंक,364,0.00030724714994505005
निय,363,0.0003064030643682779
ं ए,362,0.0003055589787915058
राह,362,0.0003055589787915058
कों,362,0.0003055589787915058
एक्,362,0.0003055589787915058
नकी,361,0.00030471489321473366
्ष ,361,0.00030471489321473366
ट म,360,0.0003038708076379616
र्थ,360,0.0003038708076379616
ड़े,359,0.00030302672206118945
चार,359,0.00030302672206118945
ा भ,359,0.00030302672206118945
े थ,359,0.00030302672206118945
होग,358,0.0003021826364844173
हुआ,358,0.0003021826364844173
ध्य,357,0.00030133855090764525
 बै,357,0.00030133855090764525
देन,356,0.0003004944653308731
यर ,356,0.0003004944653308731
ाबि,356,0.0003004944653308731
रवा,355,0.000299650379754101
्यू,354,0.00029880629417732886
्वी,354,0.00029880629417732886
साम,354,0.00029880629417732886
फ्त,353,0.0002979622086005568
ख्य,353,0.0002979622086005568
िसी,352,0.00029711812302378465
ूर्,352,0.00029711812302378465
 शि,352,0.00029711812302378465
 फै,352,0.00029711812302378465
र फ,351,0.0002962740374470125
ी ख,351,0.0002962740374470125
गे ,350,0.0002954299518702404
ी उ,350,0.0002954299518702404
स्प,349,0.0002945858662934683
े फ,348,0.0002937417807166962
 वे,347,0.00029289769513992405
िंह,347,0.00029289769513992405
 रो,347,0.00029289769513992405
लाफ,347,0.00029289769513992405
सभा,346,0.0002920536095631519
 जर,346,0.0002920536095631519
बड़,346,0.0002920536095631519
तर ,345,0.00029120952398637985
लाक,345,0.00029120952398637985
ुला,344,0.0002903654384096077
ाते,344,0.0002903654384096077
दो ,343,0.0002895213528328356
ी ए,342,0.0002886772672560635
ीत ,341,0.0002878331816792914
्मी,341,0.0002878331816792914
 रख,340,0.00028698909610251925
भा ,340,0.00028698909610251925
ोनो,340,0.00028698909610251925
ंह ,340,0.00028698909610251925
र च,339,0.0002861450105257471
वाद,338,0.00028530092494897505
पड़,337,0.0002844568393722029
ससे,337,0.0002844568393722029
दोन,337,0.0002844568393722029
ूसर,337,0.0002844568393722029
मैं,337,0.0002844568393722029
दार,337,0.0002844568393722029
टना,335,0.00028276866821865866
मी ,335,0.00028276866821865866
अधि,335,0.00028276866821865866
निक,335,0.00028276866821865866
ल र,335,0.00028276866821865866
िधा,333,0.00028108049706511445
सकी,332,0.0002802364114883423
करा,332,0.0002802364114883423
 वर,332,0.0002802364114883423
ी च,330,0.0002785482403347981
ेल ,330,0.0002785482403347981
ो ज,329,0.000277704154758026
ेंग,329,0.000277704154758026
शुर,329,0.000277704154758026
्ड ,329,0.000277704154758026
ू क,328,0.00027686006918125385
ड़क,328,0.00027686006918125385
 दु,325,0.0002743278124509375
म स,324,0.0002734837268741654
 जु,324,0.0002734837268741654
ादा,323,0.0002726396412973933
ि व,323,0.0002726396412973933
गां,323,0.0002726396412973933
च क,323,0.0002726396412973933
़े ,322,0.0002717955557206212
ाष्,320,0.000270107384567077
 दा,319,0.00026926329899030485
राष,319,0.00026926329899030485
निर,318,0.0002684192134135327
ारो,318,0.0002684192134135327
वे ,318,0.0002684192134135327
ीडि,318,0.0002684192134135327
ि म,317,0.0002675751278367606
रक्,317,0.0002675751278367606
ी य,317,0.0002675751278367606
िंद,317,0.0002675751278367606
जर ,316,0.0002667310422599885
ाएं,316,0.0002667310422599885
 बड,316,0.0002667310422599885
ादी,315,0.0002658869566832164
ैसे,315,0.0002658869566832164
वो ,315,0.0002658869566832164
पास,315,0.0002658869566832164
दूस,314,0.00026504287110644425
फिर,314,0.00026504287110644425
ल न,314,0.00026504287110644425
्षा,314,0.00026504287110644425
 घर,313,0.0002641987855296721
तरह,313,0.0002641987855296721
 जी,313,0.0002641987855296721
न द,313,0.0002641987855296721
ुई ,313,0.0002641987855296721
ं श,312,0.00026335469995290004
लड़,311,0.0002625106143761279
खा ,311,0.0002625106143761279
पाक,310,0.0002616665287993558
पत्,310,0.0002616665287993558
 लड,309,0.00026082244322258365
ंट ,309,0.00026082244322258365
ावा,308,0.0002599783576458116
ेना,308,0.0002599783576458116
 सभ,308,0.0002599783576458116
रुप,308,0.0002599783576458116
 उत,307,0.00025913427206903945
रना,307,0.00025913427206903945
कता,306,0.0002582901864922673
ांस,306,0.0002582901864922673
ाह ,305,0.00025744610091549524
खान,305,0.00025744610091549524
हमल,305,0.00025744610091549524
वी ,305,0.00025744610091549524
चुक,304,0.0002566020153387231
ेंट,304,0.0002566020153387231
ामन,304,0.0002566020153387231
ीएम,304,0.0002566020153387231
ायर,303,0.000255757929761951
िली,301,0.0002540697586084068
षा ,300,0.00025322567303163464
ेशन,300,0.00025322567303163464
र्च,299,0.0002523815874548625
ुआ ,299,0.0002523815874548625
 आय,299,0.0002523815874548625
ाज्,298,0.0002515375018780904
िहा,298,0.0002515375018780904
र्त,298,0.0002515375018780904
ं व,297,0.0002506934163013183
बच्,297,0.0002506934163013183
यक्,297,0.0002506934163013183
बिक,296,0.0002498493307245462
ूर ,296,0.0002498493307245462
र ग,296,0.0002498493307245462
करी,296,0.0002498493307245462
िक्,296,0.0002498493307245462
ेक्,295,0.00024900524514777405
 रे,295,0.00024900524514777405
मला,295,0.00024900524514777405
मने,295,0.00024900524514777405
 बु,293,0.00024731707399422984
यार,293,0.00024731707399422984
प क,293,0.00024731707399422984
े औ,293,0.00024731707399422984
र्स,292,0.0002464729884174577
पहु,291,0.0002456289028406856
पीए,291,0.0002456289028406856
योग,291,0.0002456289028406856
हुं,291,0.0002456289028406856
 हर,291,0.0002456289028406856
ीच ,290,0.0002447848172639135
र ए,290,0.0002447848172639135
टे ,290,0.0002447848172639135
बीच,289,0.00024394073168714138
्ति,288,0.00024309664611036925
ुंच,288,0.00024309664611036925
ा त,288,0.00024309664611036925
क न,288,0.00024309664611036925
ै औ,287,0.00024225256053359714
्रत,287,0.00024225256053359714
 यू,286,0.000241408474956825
 घट,286,0.000241408474956825
फी ,285,0.0002405643893800529
न ब,284,0.00023972030380328078
ाए ,284,0.00023972030380328078
ुर ,284,0.00023972030380328078
ो भ,284,0.00023972030380328078
्व ,284,0.00023972030380328078
हिल,283,0.00023887621822650868
शाम,283,0.00023887621822650868
ुख्,283,0.00023887621822650868
र त,283,0.00023887621822650868
सभी,283,0.00023887621822650868
द ह,283,0.00023887621822650868
्ज ,282,0.00023803213264973657
ुता,281,0.00023718804707296444
मुत,280,0.00023634396149619234
्था,280,0.00023634396149619234
स द,279,0.0002354998759194202
 नज,279,0.0002354998759194202
ई थ,279,0.0002354998759194202
ि स,279,0.0002354998759194202
द म,279,0.0002354998759194202
घर ,279,0.0002354998759194202
ीज ,279,0.0002354998759194202
ो ह,278,0.0002346557903426481
त न,278,0.0002346557903426481
 अस,278,0.0002346557903426481
र्ड,277,0.00023381170476587598
धार,277,0.00023381170476587598
ील ,277,0.00023381170476587598
व्य,277,0.00023381170476587598
घटन,276,0.00023296761918910387
ांक,276,0.00023296761918910387
द स,276,0.00023296761918910387
ंबर,275,0.00023212353361233174
ेज ,273,0.0002304353624587875
्ला,273,0.0002304353624587875
क ह,273,0.0002304353624587875
वही,273,0.0002304353624587875
 पड,272,0.0002295912768820154
हत्,271,0.00022874719130524328
्रम,270,0.00022790310572847117
लान,270,0.00022790310572847117
 ज्,270,0.00022790310572847117
पता,269,0.00022705902015169907
उसे,269,0.00022705902015169907
थ ह,269,0.00022705902015169907
ो न,268,0.00022621493457492694
सुर,268,0.00022621493457492694
