digram,frequency,probability
हथ,50,9.829671453061353e-05
नफ,65,0.00012778572888979758
शब,60,0.00011795605743673623
शड,1,1.9659342906122708e-06
थफ,14,2.752308006857179e-05
कघ,39,7.667143733387856e-05
शछ,6,1.1795605743673623e-05
शज,31,6.094396300898039e-05
खट,16,3.145494864979633e-05
टख,33,6.487583159020493e-05
झद,4,7.863737162449083e-06
छर,15,2.9489014359184057e-05
चउ,10,1.9659342906122706e-05
शू,49,9.633078024000126e-05
नः,3,5.897802871836811e-06
चअ,27,5.30802258465313e-05
चद,25,4.9148357265306766e-05
णु,17,3.34208829404086e-05
जड,28,5.504616013714358e-05
रओ,13,2.5557145777959517e-05
शत,79,0.00015530880895836936
टऐ,3,5.897802871836811e-06
टथ,13,2.5557145777959517e-05
डट,53,0.00010419451740245034
फट,33,6.487583159020493e-05
रझ,29,5.7012094427755846e-05
झु,10,1.9659342906122706e-05
दच,21,4.128462010285768e-05
घम,10,1.9659342906122706e-05
घक,9,1.7693408615510434e-05
षऔ,18,3.538681723102087e-05
धस,14,2.752308006857179e-05
झौ,21,4.128462010285768e-05
पग,36,7.077363446204174e-05
णभ,24,4.718242297469449e-05
षए,2,3.9318685812245415e-06
यउ,29,5.7012094427755846e-05
टउ,13,2.5557145777959517e-05
शउ,16,3.145494864979633e-05
ठस,6,1.1795605743673623e-05
हड,44,8.650110878693991e-05
हख,34,6.68417658808172e-05
डश,23,4.521648868408222e-05
षअ,28,5.504616013714358e-05
ठु,20,3.931868581224541e-05
वु,148,0.000290958275010616
खख,27,5.30802258465313e-05
टग,56,0.00011009232027428716
जथ,10,1.9659342906122706e-05
डअ,33,6.487583159020493e-05
नड,68,0.0001336835317616344
बध,29,5.7012094427755846e-05
रई,41,8.060330591510309e-05
फप,58,0.00011402418885551169
थछ,12,2.3591211487347246e-05
घन,24,4.718242297469449e-05
झक,20,3.931868581224541e-05
कध,11,2.1625277196734977e-05
णऔ,17,3.34208829404086e-05
तफ,30,5.8978028718368114e-05
मफ,29,5.7012094427755846e-05
छू,28,5.504616013714358e-05
लढ,3,5.897802871836811e-06
ढो,5,9.829671453061353e-06
गट,21,4.128462010285768e-05
टय,20,3.931868581224541e-05
थई,6,1.1795605743673623e-05
डघ,1,1.9659342906122708e-06
टट,26,5.1114291555919034e-05
फभ,17,3.34208829404086e-05
वइ,15,2.9489014359184057e-05
वख,4,7.863737162449083e-06
लओ,4,7.863737162449083e-06
भु,51,0.0001002626488212258
मए,72,0.00014154726892408347
यइ,27,5.30802258465313e-05
तड,34,6.68417658808172e-05
चइ,12,2.3591211487347246e-05
धथ,2,3.9318685812245415e-06
षफ,1,1.9659342906122708e-06
खध,7,1.3761540034285894e-05
घस,6,1.1795605743673623e-05
णर,18,3.538681723102087e-05
छअ,6,1.1795605743673623e-05
खआ,4,7.863737162449083e-06
षल,9,1.7693408615510434e-05
फए,28,5.504616013714358e-05
पइ,10,1.9659342906122706e-05
फत,25,4.9148357265306766e-05
हण,35,6.880770017142947e-05
णल,13,2.5557145777959517e-05
फौ,24,4.718242297469449e-05
वण,2,3.9318685812245415e-06
छए,5,9.829671453061353e-06
कछ,27,5.30802258465313e-05
झस,14,2.752308006857179e-05
छछ,9,1.7693408615510434e-05
शए,6,1.1795605743673623e-05
जं,75,0.0001474450717959203
झट,41,8.060330591510309e-05
थउ,20,3.931868581224541e-05
बऐ,3,5.897802871836811e-06
बए,41,8.060330591510309e-05
नऐ,19,3.7352751521633143e-05
यश,35,6.880770017142947e-05
बऔ,15,2.9489014359184057e-05
षथ,1,1.9659342906122708e-06
डओ,1,1.9659342906122708e-06
थय,38,7.470550304326629e-05
यड,36,7.077363446204174e-05
शट,11,2.1625277196734977e-05
डज,21,4.128462010285768e-05
फग,36,7.077363446204174e-05
फय,16,3.145494864979633e-05
षड,4,7.863737162449083e-06
फऐ,4,7.863737162449083e-06
जश,43,8.453517449632764e-05
तढ,6,1.1795605743673623e-05
पढ,75,0.0001474450717959203
खप,55,0.00010812638598367489
झब,3,5.897802871836811e-06
मथ,23,4.521648868408222e-05
तठ,5,9.829671453061353e-06
फख,13,2.5557145777959517e-05
फश,8,1.5727474324898166e-05
धश,20,3.931868581224541e-05
डथ,3,5.897802871836811e-06
डड,18,3.538681723102087e-05
खभ,10,1.9659342906122706e-05
वच,41,8.060330591510309e-05
ठच,3,5.897802871836811e-06
दझ,7,1.3761540034285894e-05
खह,19,3.7352751521633143e-05
वछ,3,5.897802871836811e-06
घृ,1,1.9659342906122708e-06
धृ,12,2.3591211487347246e-05
धज,13,2.5557145777959517e-05
जघ,10,1.9659342906122706e-05
भह,4,7.863737162449083e-06
ठर,10,1.9659342906122706e-05
डद,19,3.7352751521633143e-05
दध,5,9.829671453061353e-06
भन,2,3.9318685812245415e-06
णि,50,9.829671453061353e-05
धय,15,2.9489014359184057e-05
णप,49,9.633078024000126e-05
भम,15,2.9489014359184057e-05
भज,1,1.9659342906122708e-06
सः,3,5.897802871836811e-06
षश,6,1.1795605743673623e-05
षब,13,2.5557145777959517e-05
दई,6,1.1795605743673623e-05
टई,3,5.897802871836811e-06
जौ,26,5.1114291555919034e-05
शश,20,3.931868581224541e-05
खम,23,4.521648868408222e-05
झो,16,3.145494864979633e-05
चझ,1,1.9659342906122708e-06
छज,13,2.5557145777959517e-05
बः,1,1.9659342906122708e-06
खौ,13,2.5557145777959517e-05
खअ,9,1.7693408615510434e-05
यओ,1,1.9659342906122708e-06
बफ,11,2.1625277196734977e-05
ठभ,33,6.487583159020493e-05
थश,29,5.7012094427755846e-05
ठौ,5,9.829671453061353e-06
फछ,2,3.9318685812245415e-06
तओ,2,3.9318685812245415e-06
रृ,10,1.9659342906122706e-05
लघ,8,1.5727474324898166e-05
णट,2,3.9318685812245415e-06
चख,13,2.5557145777959517e-05
पउ,28,5.504616013714358e-05
थऐ,10,1.9659342906122706e-05
धं,8,1.5727474324898166e-05
चआ,11,2.1625277196734977e-05
झम,7,1.3761540034285894e-05
गफ,29,5.7012094427755846e-05
झऔ,1,1.9659342906122708e-06
खए,4,7.863737162449083e-06
षभ,5,9.829671453061353e-06
यछ,6,1.1795605743673623e-05
गऔ,33,6.487583159020493e-05
टं,13,2.5557145777959517e-05
छभ,24,4.718242297469449e-05
दट,9,1.7693408615510434e-05
झत,12,2.3591211487347246e-05
नओ,21,4.128462010285768e-05
पठ,8,1.5727474324898166e-05
छऔ,11,2.1625277196734977e-05
शः,3,5.897802871836811e-06
धत,29,5.7012094427755846e-05
ठं,14,2.752308006857179e-05
जअ,24,4.718242297469449e-05
नृ,2,3.9318685812245415e-06
लआ,55,0.00010812638598367489
डभ,15,2.9489014359184057e-05
गथ,12,2.3591211487347246e-05
थआ,19,3.7352751521633143e-05
धब,19,3.7352751521633143e-05
धग,12,2.3591211487347246e-05
धभ,7,1.3761540034285894e-05
तए,34,6.68417658808172e-05
धआ,2,3.9318685812245415e-06
सध,17,3.34208829404086e-05
जख,24,4.718242297469449e-05
डध,2,3.9318685812245415e-06
थइ,21,4.128462010285768e-05
कठ,34,6.68417658808172e-05
षव,10,1.9659342906122706e-05
जए,21,4.128462010285768e-05
यौ,35,6.880770017142947e-05
णच,7,1.3761540034285894e-05
षज,18,3.538681723102087e-05
ञो,7,1.3761540034285894e-05
घड,2,3.9318685812245415e-06
भप,3,5.897802871836811e-06
खऔ,5,9.829671453061353e-06
धए,3,5.897802871836811e-06
फध,2,3.9318685812245415e-06
मढ,4,7.863737162449083e-06
थठ,2,3.9318685812245415e-06
यथ,10,1.9659342906122706e-05
डइ,15,2.9489014359184057e-05
खज,20,3.931868581224541e-05
फऔ,13,2.5557145777959517e-05
छश,8,1.5727474324898166e-05
टछ,3,5.897802871836811e-06
सझ,3,5.897802871836811e-06
झू,33,6.487583159020493e-05
वउ,8,1.5727474324898166e-05
शच,17,3.34208829404086e-05
कझ,8,1.5727474324898166e-05
झड,6,1.1795605743673623e-05
खव,20,3.931868581224541e-05
थए,43,8.453517449632764e-05
दछ,12,2.3591211487347246e-05
ढू,15,2.9489014359184057e-05
ढर,2,3.9318685812245415e-06
नझ,8,1.5727474324898166e-05
बझ,2,3.9318685812245415e-06
यझ,4,7.863737162449083e-06
मष,1,1.9659342906122708e-06
गण,65,0.00012778572888979758
गछ,1,1.9659342906122708e-06
घल,3,5.897802871836811e-06
ठग,22,4.3250554393469955e-05
दऋ,2,3.9318685812245415e-06
षग,8,1.5727474324898166e-05
ञक,3,5.897802871836811e-06
णत,30,5.8978028718368114e-05
सृ,7,1.3761540034285894e-05
भद,12,2.3591211487347246e-05
तध,7,1.3761540034285894e-05
कष,7,1.3761540034285894e-05
शै,11,2.1625277196734977e-05
घी,7,1.3761540034285894e-05
भै,7,1.3761540034285894e-05
सछ,17,3.34208829404086e-05
चव,52,0.00010222858311183807
वः,1,1.9659342906122708e-06
डउ,2,3.9318685812245415e-06
बृ,13,2.5557145777959517e-05
धऔ,6,1.1795605743673623e-05
धउ,3,5.897802871836811e-06
धच,1,1.9659342906122708e-06
गघ,15,2.9489014359184057e-05
भौ,7,1.3761540034285894e-05
ढह,9,1.7693408615510434e-05
हढ,2,3.9318685812245415e-06
मघ,21,4.128462010285768e-05
खथ,3,5.897802871836811e-06
सठ,4,7.863737162449083e-06
खच,4,7.863737162449083e-06
चफ,6,1.1795605743673623e-05
छइ,6,1.1795605743673623e-05
थत,11,2.1625277196734977e-05
भऔ,3,5.897802871836811e-06
भब,15,2.9489014359184057e-05
पफ,8,1.5727474324898166e-05
नठ,1,1.9659342906122708e-06
पध,3,5.897802871836811e-06
डः,2,3.9318685812245415e-06
ढक,5,9.829671453061353e-06
मऐ,2,3.9318685812245415e-06
ठल,4,7.863737162449083e-06
पख,8,1.5727474324898166e-05
वृ,13,2.5557145777959517e-05
शइ,7,1.3761540034285894e-05
सओ,9,1.7693408615510434e-05
षइ,3,5.897802871836811e-06
दड,13,2.5557145777959517e-05
डग,25,4.9148357265306766e-05
छग,3,5.897802871836811e-06
षय,55,0.00010812638598367489
झं,21,4.128462010285768e-05
ठद,1,1.9659342906122708e-06
गख,23,4.521648868408222e-05
खघ,1,1.9659342906122708e-06
खश,7,1.3761540034285894e-05
वऐ,1,1.9659342906122708e-06
लठ,7,1.3761540034285894e-05
झह,4,7.863737162449083e-06
खग,3,5.897802871836811e-06
यऐ,2,3.9318685812245415e-06
भस,10,1.9659342906122706e-05
षउ,5,9.829671453061353e-06
पअ,30,5.8978028718368114e-05
ठफ,2,3.9318685812245415e-06
ठआ,3,5.897802871836811e-06
थट,6,1.1795605743673623e-05
फड,25,4.9148357265306766e-05
फउ,9,1.7693408615510434e-05
ठख,4,7.863737162449083e-06
छय,8,1.5727474324898166e-05
शझ,1,1.9659342906122708e-06
मठ,2,3.9318685812245415e-06
ठऔ,1,1.9659342906122708e-06
डख,2,3.9318685812245415e-06
बछ,14,2.752308006857179e-05
छड,12,2.3591211487347246e-05
यः,1,1.9659342906122708e-06
भअ,1,1.9659342906122708e-06
मछ,11,2.1625277196734977e-05
डछ,5,9.829671453061353e-06
ञत,3,5.897802871836811e-06
डत,12,2.3591211487347246e-05
हऐ,8,1.5727474324898166e-05
तई,5,9.829671453061353e-06
धअ,7,1.3761540034285894e-05
णश,10,1.9659342906122706e-05
डच,3,5.897802871836811e-06
टओ,4,7.863737162449083e-06
खइ,4,7.863737162449083e-06
नध,18,3.538681723102087e-05
भभ,3,5.897802871836811e-06
झज,1,1.9659342906122708e-06
खफ,5,9.829671453061353e-06
यध,1,1.9659342906122708e-06
रः,2,3.9318685812245415e-06
खै,5,9.829671453061353e-06
बठ,3,5.897802871836811e-06
झर,10,1.9659342906122706e-05
लृ,1,1.9659342906122708e-06
धख,4,7.863737162449083e-06
छफ,3,5.897802871836811e-06
लऐ,6,1.1795605743673623e-05
चघ,3,5.897802871836811e-06
बघ,4,7.863737162449083e-06
भश,2,3.9318685812245415e-06
भफ,1,1.9659342906122708e-06
दै,5,9.829671453061353e-06
शध,5,9.829671453061353e-06
गओ,2,3.9318685812245415e-06
बओ,2,3.9318685812245415e-06
कढ,4,7.863737162449083e-06
धघ,3,5.897802871836811e-06
मः,3,5.897802871836811e-06
हध,14,2.752308006857179e-05
फथ,4,7.863737162449083e-06
झल,10,1.9659342906122706e-05
शठ,9,1.7693408615510434e-05
छउ,3,5.897802871836811e-06
छआ,4,7.863737162449083e-06
षख,8,1.5727474324898166e-05
छट,3,5.897802871836811e-06
भउ,2,3.9318685812245415e-06
थध,7,1.3761540034285894e-05
यघ,11,2.1625277196734977e-05
भए,3,5.897802871836811e-06
यख,6,1.1795605743673623e-05
तझ,3,5.897802871836811e-06
मओ,7,1.3761540034285894e-05
ढन,6,1.1795605743673623e-05
छख,5,9.829671453061353e-06
छथ,1,1.9659342906122708e-06
झि,13,2.5557145777959517e-05
हझ,1,1.9659342906122708e-06
खय,2,3.9318685812245415e-06
चछ,3,5.897802871836811e-06
कऊ,3,5.897802871836811e-06
षच,6,1.1795605743673623e-05
पः,1,1.9659342906122708e-06
घऔ,2,3.9318685812245415e-06
णघ,3,5.897802871836811e-06
घव,3,5.897802871836811e-06
घच,6,1.1795605743673623e-05
ढप,3,5.897802871836811e-06
पृ,4,7.863737162449083e-06
फओ,3,5.897802871836811e-06
चऊ,1,1.9659342906122708e-06
हठ,3,5.897802871836811e-06
ठट,2,3.9318685812245415e-06
ढी,2,3.9318685812245415e-06
छघ,7,1.3761540034285894e-05
तऐ,4,7.863737162449083e-06
ञड,1,1.9659342906122708e-06
दः,1,1.9659342906122708e-06
तः,2,3.9318685812245415e-06
वथ,3,5.897802871836811e-06
दऐ,3,5.897802871836811e-06
थौ,6,1.1795605743673623e-05
वओ,1,1.9659342906122708e-06
गऐ,2,3.9318685812245415e-06
थै,2,3.9318685812245415e-06
फघ,4,7.863737162449083e-06
सऊ,7,1.3761540034285894e-05
घप,3,5.897802871836811e-06
षट,1,1.9659342906122708e-06
शओ,1,1.9659342906122708e-06
णऋ,1,1.9659342906122708e-06
पओ,2,3.9318685812245415e-06
ढव,1,1.9659342906122708e-06
ठज,6,1.1795605743673623e-05
फई,2,3.9318685812245415e-06
धौ,3,5.897802871836811e-06
चथ,6,1.1795605743673623e-05
पछ,8,1.5727474324898166e-05
णध,9,1.7693408615510434e-05
शघ,4,7.863737162449083e-06
थझ,5,9.829671453061353e-06
जओ,1,1.9659342906122708e-06
सढ,2,3.9318685812245415e-06
णढ,1,1.9659342906122708e-06
डण,11,2.1625277196734977e-05
ठछ,1,1.9659342906122708e-06
चओ,3,5.897802871836811e-06
पझ,1,1.9659342906122708e-06
ढि,2,3.9318685812245415e-06
जढ,1,1.9659342906122708e-06
ढल,3,5.897802871836811e-06
डै,2,3.9318685812245415e-06
रऋ,3,5.897802871836811e-06
बऋ,1,1.9659342906122708e-06
धइ,2,3.9318685812245415e-06
थघ,4,7.863737162449083e-06
दओ,2,3.9318685812245415e-06
धध,1,1.9659342906122708e-06
णख,2,3.9318685812245415e-06
डई,1,1.9659342906122708e-06
यठ,4,7.863737162449083e-06
ढत,2,3.9318685812245415e-06
षध,2,3.9318685812245415e-06
वठ,10,1.9659342906122706e-05
कण,2,3.9318685812245415e-06
थु,2,3.9318685812245415e-06
ञे,3,5.897802871836811e-06
धै,2,3.9318685812245415e-06
वई,1,1.9659342906122708e-06
छं,2,3.9318685812245415e-06
कः,3,5.897802871836811e-06
णफ,1,1.9659342906122708e-06
फझ,2,3.9318685812245415e-06
वू,2,3.9318685812245415e-06
टझ,7,1.3761540034285894e-05
जऋ,1,1.9659342906122708e-06
घअ,1,1.9659342906122708e-06
चध,1,1.9659342906122708e-06
हओ,2,3.9318685812245415e-06
झख,2,3.9318685812245415e-06
ठू,1,1.9659342906122708e-06
टढ,1,1.9659342906122708e-06
षऐ,1,1.9659342906122708e-06
ठथ,1,1.9659342906122708e-06
हई,2,3.9318685812245415e-06
णथ,1,1.9659342906122708e-06
षआ,1,1.9659342906122708e-06
णड,2,3.9318685812245415e-06
भष,1,1.9659342906122708e-06
भध,1,1.9659342906122708e-06
षघ,1,1.9659342906122708e-06
घई,1,1.9659342906122708e-06
टः,1,1.9659342906122708e-06
धऐ,1,1.9659342906122708e-06
वढ,1,1.9659342906122708e-06
घद,1,1.9659342906122708e-06
